,id,imdb_id,release_year,popularity,budget,revenue,runtime,vote_average,variable,value,profit
35817,15465,tt1134801,2008,0.16875,14678640,10824,101,5.4,Comedy,1,-14667816
35820,12621,tt1104733,2008,0.16159400000000002,14678640,10824,92,5.8,Comedy,1,-14667816
35821,15531,tt1018723,2008,0.160986,14678640,10824,71,5.4,Comedy,1,-14667816
35823,26901,tt1151384,2008,0.160382,14678640,11295,94,5.0,Comedy,1,-14667345
35835,15467,tt1105733,2008,0.14765699999999898,4180000,11000000,153,5.8,Comedy,1,6820000
35837,16279,tt0460810,2008,0.464581,14678640,900689,87,5.9,Comedy,1,-13777951
35841,15435,tt1093352,2008,0.14241099999999898,14678640,10824,90,5.0,Comedy,1,-14667816
35842,53955,tt1038142,2008,0.11308199999999999,14678640,9,109,5.1,Comedy,1,-14678631
35843,20382,tt0833557,2008,0.137976,14678640,10824,90,5.7,Comedy,1,-14667816
35844,36131,tt1286750,2008,0.136883,14678640,10824,30,6.9,Comedy,1,-14667816
35852,24133,tt0988043,2008,0.130306,14678640,10824,84,5.1,Comedy,1,-14667816
35856,15365,tt1001562,2008,0.13356400000000002,14678640,10824,97,4.4,Comedy,1,-14667816
35866,13797,tt1104835,2008,0.10724500000000001,2000000,10824,97,5.1,Comedy,1,-1989176
35868,34482,tt1059905,2008,0.10378,14678640,10824,87,5.7,Comedy,1,-14667816
35873,17630,tt1132608,2008,0.012003,14678640,10824,93,5.5,Comedy,1,-14667816
35875,11115,tt0446676,2008,0.093988,14678640,10824,85,5.0,Comedy,1,-14667816
35877,14847,tt0985593,2008,0.092419,14678640,10824,104,4.6,Comedy,1,-14667816
35879,13578,tt1041753,2008,0.090252,14678640,10824,90,4.6,Comedy,1,-14667816
35882,33871,tt1249300,2008,0.088814,14678640,10824,94,5.8,Comedy,1,-14667816
35883,30969,tt1190722,2008,0.087966,14678640,10824,60,7.8,Comedy,1,-14667816
35884,176297,tt1285482,2008,0.086851,14678640,10824,141,5.8,Comedy,1,-14667816
35886,14758,tt0944101,2008,0.083339,14678640,10824,86,5.6,Comedy,1,-14667816
35889,16194,tt0996966,2008,0.329196,14678640,10824,103,6.4,Comedy,1,-14667816
35896,62459,tt1286124,2008,0.077034,14678640,10824,99,5.7,Comedy,1,-14667816
35897,13808,tt0494277,2008,0.068383,14678640,10824,100,6.3,Comedy,1,-14667816
35901,14298,tt1172206,2008,0.038133,14678640,10824,71,6.8,Comedy,1,-14667816
35902,20113,tt1182887,2008,0.06066900000000001,14678640,10824,87,3.7,Comedy,1,-14667816
35904,13643,tt0963207,2008,0.049250999999999996,14678640,10824,70,7.0,Comedy,1,-14667816
35908,27618,tt1301160,2008,0.042151999999999995,14678640,10824,10,6.6,Comedy,1,-14667816
35909,105759,tt1430144,2008,0.037627999999999995,14678640,10824,3,7.1,Comedy,1,-14667816
35912,14419,tt1174034,2008,0.030837,14678640,10824,103,6.0,Comedy,1,-14667816
35914,24328,tt1330219,2008,0.142713,14678640,10824,6,6.2,Comedy,1,-14667816
35916,32836,tt1254947,2008,0.042517,14678640,10824,55,8.0,Comedy,1,-14667816
35918,27621,tt1013542,2008,0.020272,14678640,10824,90,4.7,Comedy,1,-14667816
35923,23619,tt1320297,2008,0.007325,14678640,10824,111,7.1,Comedy,1,-14667816
35927,19713,tt1057581,2008,0.002514,500000,10824,85,4.5,Comedy,1,-489176
35929,15953,tt1020955,2008,0.001317,14678640,10824,111,5.3,Comedy,1,-14667816
35942,50646,tt1570728,2011,2.924415,50000000,142851197,118,6.9,Comedy,1,92851197
35946,50546,tt1564367,2011,2.690458,80000000,214918407,117,6.3,Comedy,1,134918407
35947,51540,tt1499658,2011,2.686643,35000000,117000000,98,6.4,Comedy,1,82000000
35949,50544,tt1632708,2011,2.633754,35000000,150483765,109,6.5,Comedy,1,115483765
35950,52449,tt1284575,2011,2.6042490000000003,20000000,216197492,92,5.4,Comedy,1,196197492
35952,49013,tt1216475,2011,2.454226,200000000,559852396,106,5.8,Comedy,1,359852396
35954,45243,tt1411697,2011,2.4115330000000004,80000000,254455986,102,6.1,Comedy,1,174455986
35955,41630,tt1411238,2011,2.2525049999999998,25000000,147780440,108,6.1,Comedy,1,122780440
35957,55721,tt1478338,2011,2.208685,32500000,288383523,125,6.5,Comedy,1,255883523
35958,48988,tt0480687,2011,2.164361,36000000,83160734,105,5.4,Comedy,1,47160734
35965,58224,tt1396218,2011,1.825552,55000000,187361754,94,5.7,Comedy,1,132361754
35968,46195,tt1436562,2011,1.710793,90000000,484635760,96,6.5,Comedy,1,394635760
35969,74643,tt1655442,2011,1.6444720000000002,15000000,133432856,100,7.2,Comedy,1,118432856
35970,38317,tt1222817,2011,1.64314,80000000,169852759,102,5.4,Comedy,1,89852759
35974,40807,tt1306980,2011,1.531633,8000000,39187783,100,6.8,Comedy,1,31187783
35975,44896,tt1192628,2011,1.499109,135000000,245724603,107,6.5,Comedy,1,110724603
35976,49520,tt1488555,2011,1.493933,52000000,75450437,112,5.9,Comedy,1,23450437
35984,52451,tt1509767,2011,1.407986,75000000,132274484,110,5.5,Comedy,1,57274484
35986,58232,tt1487118,2011,1.388994,8000000,1749457,96,6.2,Comedy,1,-6250543
35988,59436,tt1605783,2011,1.3677270000000001,30000000,151119219,94,7.2,Comedy,1,121119219
35990,51052,tt1430607,2011,1.301204,14678640,10824,97,6.6,Comedy,1,-14667816
35991,57157,tt1625346,2011,1.2851059999999999,12000000,22939027,94,5.2,Comedy,1,10939027
35998,59861,tt1583420,2011,1.21550499999999,30000000,36160375,98,5.6,Comedy,1,6160375
35999,39513,tt1092026,2011,1.21340499999999,40000000,97552050,104,6.4,Comedy,1,57552050
36001,69798,tt1716772,2011,1.20877099999999,14678640,88025781,97,6.2,Comedy,1,73347141
36006,71880,tt0810913,2011,1.123666,79000000,149673788,91,4.2,Comedy,1,70673788
36007,63492,tt0770703,2011,1.120851,20000000,30426096,106,6.2,Comedy,1,10426096
36011,74465,tt1389137,2011,1.111078,50000000,120081841,124,6.4,Comedy,1,70081841
36012,58547,tt1715873,2011,1.109807,14678640,201146,100,5.6,Comedy,1,-14477494
36021,40805,tt0990407,2011,1.0583420000000001,120000000,227817248,119,5.4,Comedy,1,107817248
36022,49022,tt0491152,2011,1.055533,35000000,59901913,112,6.0,Comedy,1,24901913
36024,74018,tt1814614,2011,1.052549,14678640,10824,88,6.1,Comedy,1,-14667816
36025,58233,tt1634122,2011,1.0488950000000001,45000000,160078586,101,6.0,Comedy,1,115078586
36027,91417,tt2065968,2011,1.043518,14678640,10824,22,6.6,Comedy,1,-14667816
36028,73937,tt1053810,2011,1.038162,41000000,7448385,100,5.4,Comedy,1,-33551615
36030,55465,tt1268799,2011,1.024786,19000000,35387212,108,6.0,Comedy,1,16387212
36032,59108,tt0471042,2011,1.013101,75000000,152930623,104,5.8,Comedy,1,77930623
36033,62838,tt1598822,2011,1.011185,56000000,142044638,118,5.6,Comedy,1,86044638
36034,38319,tt1240982,2011,1.004841,49900000,26121638,102,5.1,Comedy,1,-23778362
36038,63710,tt1657283,2011,0.954335,14678640,10824,110,5.8,Comedy,1,-14667816
36040,58151,tt1438176,2011,0.9348799999999999,17000000,24922237,106,6.1,Comedy,1,7922237
36041,65759,tt1402488,2011,0.9309200000000001,130000000,150406466,100,5.8,Comedy,1,20406466
36044,59678,tt1478964,2011,0.9197299999999999,14350531,3964682,88,6.4,Comedy,1,-10385849
36045,60307,tt1650043,2011,0.917718,21000000,72417394,99,6.4,Comedy,1,51417394
36049,55301,tt1615918,2011,0.904531,75000000,342695435,87,5.5,Comedy,1,267695435
36052,74534,tt1412386,2011,0.8958290000000001,10000000,136836156,124,6.8,Comedy,1,126836156
36053,41513,tt0472181,2011,0.8790030000000001,110000000,563749323,103,5.5,Comedy,1,453749323
36058,85435,tt1640711,2011,0.852907,12468389,29007412,97,5.7,Comedy,1,16539023
36060,49020,tt1440292,2011,0.8476360000000001,14678640,864659,97,7.4,Comedy,1,-13813981
36061,62046,tt1541160,2011,0.8461879999999989,5000000,3142154,87,6.1,Comedy,1,-1857846
36065,52067,tt1477837,2011,0.8122520000000001,14678640,6861102,87,5.7,Comedy,1,-7817538
36066,65057,tt1033575,2011,0.8083359999999989,20000000,177243185,115,6.6,Comedy,1,157243185
36068,23514,tt0376136,2011,0.806361,45000000,24000000,120,5.5,Comedy,1,-21000000
36069,68684,tt1701990,2011,0.803764,10000000,10824,93,5.9,Comedy,1,-9989176
36070,67913,tt1540133,2011,0.802769,6000000,19560274,96,6.6,Comedy,1,13560274
36072,59968,tt1637706,2011,0.80048,10000000,17273593,90,5.7,Comedy,1,7273593
36075,45156,tt1440161,2011,0.780354,14678640,1296937,106,6.2,Comedy,1,-13381703
36077,72113,tt1692486,2011,0.779648,25000000,27603069,80,6.9,Comedy,1,2603069
36084,44564,tt1578275,2011,0.747362,70000000,67112664,111,5.2,Comedy,1,-2887336
36085,50725,tt0810922,2011,0.734516,19000000,6928068,97,6.3,Comedy,1,-12071932
36086,75802,tt1435513,2011,0.731793,14678640,9504139,100,6.5,Comedy,1,-5174501
36090,64328,tt1204342,2011,0.699052,45000000,165184237,103,6.4,Comedy,1,120184237
36091,56288,tt1517489,2011,0.688697,27000000,85564310,89,4.5,Comedy,1,58564310
36094,69778,tt1231586,2011,0.6823560000000001,14678640,10824,95,6.0,Comedy,1,-14667816
36098,49012,tt1334512,2011,0.661177999999999,40000000,45735397,110,5.3,Comedy,1,5735397
36099,79443,tt2062677,2011,0.660334,14678640,10824,22,5.9,Comedy,1,-14667816
36100,72391,tt1704614,2011,0.659941,14678640,10824,86,5.7,Comedy,1,-14667816
36101,65851,tt1753968,2011,0.658652999999999,14678640,10824,85,6.2,Comedy,1,-14667816
36103,57431,tt1366344,2011,0.656612,25000000,34942188,81,5.4,Comedy,1,9942188
36105,91550,tt1634136,2011,0.628143999999999,14678640,10824,88,6.1,Comedy,1,-14667816
36107,83564,tt1957945,2011,0.6255310000000001,14678640,10824,7,7.9,Comedy,1,-14667816
36108,79697,tt1349451,2011,0.615488,14678640,175706,90,5.9,Comedy,1,-14502934
36110,81250,tt1835977,2011,0.607142,14678640,10824,97,6.0,Comedy,1,-14667816
36115,79113,tt1083448,2011,0.597094999999999,14678640,10824,89,6.5,Comedy,1,-14667816
36120,70868,tt1742650,2011,0.58425,24000000,30551495,89,5.2,Comedy,1,6551495
36123,62206,tt1622547,2011,0.570978,28000000,40547440,83,5.5,Comedy,1,12547440
36125,57089,tt0844993,2011,0.566856,30000000,13521829,86,4.9,Comedy,1,-16478171
36128,81232,tt1629443,2011,0.562704,14678640,10824,90,6.9,Comedy,1,-14667816
36131,94363,tt1205558,2011,0.540954,14678640,10824,99,5.7,Comedy,1,-14667816
36138,58231,tt1083462,2011,0.523036,14678640,10824,88,4.4,Comedy,1,-14667816
36140,59296,tt1436559,2011,0.5204300000000001,1,1378,90,5.3,Comedy,1,1377
36141,57118,tt1606180,2011,0.514888,14678640,10824,101,6.7,Comedy,1,-14667816
36145,51588,tt1604171,2011,0.506031,8000000,10130000,104,5.8,Comedy,1,2130000
36152,57718,tt1847645,2011,0.49264600000000003,14678640,10824,16,6.2,Comedy,1,-14667816
36159,78080,tt1855134,2011,0.482803,14678640,10824,90,5.4,Comedy,1,-14667816
36161,82424,tt2033372,2011,0.478285,14678640,10824,7,6.8,Comedy,1,-14667816
36163,38322,tt1464174,2011,0.475663,32000000,83615414,107,5.4,Comedy,1,51615414
36167,50217,tt0893412,2011,0.46351000000000003,93,2500000,107,5.2,Comedy,1,2499907
36168,74726,tt1838571,2011,0.45583999999999997,14678640,10824,100,6.2,Comedy,1,-14667816
36171,51481,tt1679235,2011,0.45008000000000004,14678640,10824,96,5.1,Comedy,1,-14667816
36180,79070,tt1683921,2011,0.43450600000000006,2500000,3358,98,5.9,Comedy,1,-2496642
36181,73500,tt1381418,2011,0.431936,14678640,10824,97,5.6,Comedy,1,-14667816
36183,71689,tt1825918,2011,0.43078999999999995,14678640,10824,78,6.7,Comedy,1,-14667816
36184,60422,tt1719071,2011,0.42982600000000004,4000000,355688,119,6.1,Comedy,1,-3644312
36186,85449,tt1638350,2011,0.42488000000000004,14678640,10824,113,6.3,Comedy,1,-14667816
36187,57119,tt1640484,2011,0.423412,6600000,37710610,112,6.3,Comedy,1,31110610
36198,84355,tt1742336,2011,0.5245270000000001,125000,3200000,90,6.3,Comedy,1,3075000
36201,59860,tt1067774,2011,0.410616,20000000,17425000,109,5.9,Comedy,1,-2575000
36202,55725,tt1606392,2011,0.410207,10831173,10654385,106,6.8,Comedy,1,-176788
36206,70587,tt1792131,2011,0.397279,14678640,10824,88,4.4,Comedy,1,-14667816
36210,66923,tt1684555,2011,0.387627,14678640,10824,93,6.8,Comedy,1,-14667816
36211,54093,tt1535101,2011,0.386031,14678640,10824,114,5.5,Comedy,1,-14667816
36217,73770,tt1661461,2011,0.373356,14678640,10824,95,5.6,Comedy,1,-14667816
36218,91070,tt1726589,2011,0.372627,930000,30905,100,5.2,Comedy,1,-899095
36219,51993,tt1687281,2011,0.23076300000000002,14678640,144633,105,6.7,Comedy,1,-14534007
36227,74306,tt1912398,2011,0.36105,14678640,122550,104,6.8,Comedy,1,-14556090
36236,80038,tt1720616,2011,0.580585999999999,14678640,12186625,100,5.7,Comedy,1,-2492015
36240,73108,tt1845866,2011,0.338543,14678640,10824,81,5.4,Comedy,1,-14667816
36242,85431,tt1261954,2011,0.336381,14678640,10824,97,6.9,Comedy,1,-14667816
36244,49010,tt1640459,2011,0.567753,3000000,672648,86,5.8,Comedy,1,-2327352
36245,51017,tt1787759,2011,0.33427399999999996,25000000,53213633,106,6.9,Comedy,1,28213633
36246,40161,tt1657299,2011,0.334152,14678640,10824,89,6.2,Comedy,1,-14667816
36259,77887,tt1850374,2011,0.30324,14678640,10824,6,6.8,Comedy,1,-14667816
36260,66945,tt1519663,2011,0.303053,14678640,10824,86,4.5,Comedy,1,-14667816
36261,66125,tt0803061,2011,0.30289,14678640,10824,92,7.3,Comedy,1,-14667816
36266,76815,tt1912996,2011,0.295513,1000000,10824,89,3.5,Comedy,1,-989176
36268,79379,tt2113625,2011,0.407036,14678640,10824,18,6.3,Comedy,1,-14667816
36281,85993,tt1680105,2011,0.279647,14678640,10824,100,4.7,Comedy,1,-14667816
36283,60302,tt1198075,2011,0.276399,1000000,10824,81,5.5,Comedy,1,-989176
36284,57353,tt1446147,2011,0.275946,25000000,10824,102,6.1,Comedy,1,-24989176
36285,59006,tt1682246,2011,0.273555,1000000,10824,80,5.9,Comedy,1,-989176
36288,73933,tt1716753,2011,0.268708,14678640,10824,89,4.0,Comedy,1,-14667816
36302,54662,tt1235170,2011,0.256421,1000000,10824,91,4.8,Comedy,1,-989176
36304,60897,tt1810633,2011,0.25335100000000005,14678640,10824,44,6.9,Comedy,1,-14667816
36308,67911,tt1411664,2011,0.247245,10000000,10824,97,4.3,Comedy,1,-9989176
36312,51995,tt1251743,2011,0.244752,8000000,10824,96,4.9,Comedy,1,-7989176
36316,61537,tt1697851,2011,0.237352,14678640,10824,120,6.6,Comedy,1,-14667816
36321,54557,tt1663187,2011,0.23307199999999997,14678640,10824,103,5.7,Comedy,1,-14667816
36323,60803,tt1754799,2011,0.22973400000000002,14678640,10824,79,5.4,Comedy,1,-14667816
36336,88096,tt2069885,2011,0.2065,14678640,10824,22,6.2,Comedy,1,-14667816
36338,75190,tt2058636,2011,0.1052,14678640,10824,90,6.5,Comedy,1,-14667816
36345,82532,tt1588334,2011,0.193681,10000000,4417580,83,5.9,Comedy,1,-5582420
36354,47320,tt1315350,2011,0.028666000000000004,14678640,10824,99,6.6,Comedy,1,-14667816
36359,106631,tt1241721,2011,0.179587,14678640,10824,80,5.1,Comedy,1,-14667816
36362,31880,tt0807028,2011,0.250308,14678640,10824,84,4.6,Comedy,1,-14667816
36363,68419,tt1658797,2011,0.174743,1000000,10824,88,7.3,Comedy,1,-989176
36366,79771,tt1727252,2011,0.215977,14678640,10824,120,5.9,Comedy,1,-14667816
36367,73565,tt1570559,2011,0.172285,14678640,10824,111,6.7,Comedy,1,-14667816
36369,81440,tt1828976,2011,0.16935699999999898,14678640,10824,85,6.1,Comedy,1,-14667816
36376,66607,tt0461336,2011,0.16468,14678640,10824,105,6.0,Comedy,1,-14667816
36377,80379,tt2112999,2011,0.331313,250000,1000000,62,7.9,Comedy,1,750000
36379,89008,tt1313139,2011,0.160529,14678640,366377,90,5.1,Comedy,1,-14312263
36381,83896,tt1844770,2011,0.159707,14678640,10824,87,2.1,Comedy,1,-14667816
36383,82743,tt1723124,2011,0.0684309999999999,14678640,10824,90,5.3,Comedy,1,-14667816
36386,82685,tt1562849,2011,0.145217,14678640,10824,98,5.2,Comedy,1,-14667816
36388,53776,tt1736636,2011,0.140428,14678640,10824,102,6.1,Comedy,1,-14667816
36390,81694,tt1615075,2011,0.135523,97,10824,104,4.1,Comedy,1,10727
36399,65058,tt1864288,2011,0.129723,14678640,223959,89,5.7,Comedy,1,-14454681
36402,71744,tt1833845,2011,0.12761,14678640,10824,90,6.9,Comedy,1,-14667816
36408,77067,tt1273207,2011,0.11034100000000001,14678640,10824,94,4.4,Comedy,1,-14667816
36410,70585,tt1473397,2011,0.104959,14678640,10824,103,5.4,Comedy,1,-14667816
36411,70863,tt1693843,2011,0.10413399999999999,14678640,10824,90,4.3,Comedy,1,-14667816
36413,89874,tt2008513,2011,0.09880599999999999,14678640,10824,90,7.6,Comedy,1,-14667816
36418,82099,tt1807892,2011,0.097716,14678640,10824,92,6.0,Comedy,1,-14667816
36420,62425,tt1909348,2011,0.087952,14678640,10824,50,6.9,Comedy,1,-14667816
36426,87558,tt1754787,2011,0.0803,14678640,10824,102,4.4,Comedy,1,-14667816
36430,86577,tt1613092,2011,0.073751,700000,10824,75,6.9,Comedy,1,-689176
36432,80468,tt1568341,2011,0.072612,300000,10824,97,5.1,Comedy,1,-289176
36434,65892,tt1747924,2011,0.0711929999999999,14678640,10824,73,4.7,Comedy,1,-14667816
36437,58492,tt1743720,2011,0.277237,14678640,621951,90,6.4,Comedy,1,-14056689
36438,66942,tt1509803,2011,0.062682,2902660,10824,93,6.0,Comedy,1,-2891836
36442,69891,tt1841542,2011,0.046695,14678640,10824,140,7.2,Comedy,1,-14667816
36446,51261,tt1059887,2011,0.04069,14678640,10824,87,5.2,Comedy,1,-14667816
36448,75604,tt2059290,2011,0.007304000000000001,14678640,10824,130,6.3,Comedy,1,-14667816
36450,98857,tt2115386,2011,0.028803,14678640,10824,3,6.7,Comedy,1,-14667816
36455,91690,tt1852006,2011,0.025124,14678640,10824,90,6.9,Comedy,1,-14667816
36456,84154,tt2345525,2011,0.024766,14678640,10824,60,6.9,Comedy,1,-14667816
36457,74510,tt1999192,2011,0.06667000000000001,14678640,10824,89,7.6,Comedy,1,-14667816
36458,145312,tt1893218,2011,0.018633,14678640,10824,90,7.4,Comedy,1,-14667816
36460,75785,tt1790867,2011,0.017036000000000003,14678640,10824,98,6.2,Comedy,1,-14667816
36463,94478,tt1672845,2011,0.210188,14678640,10824,80,6.6,Comedy,1,-14667816
36468,87587,tt1691154,2011,0.003311,14678640,10824,83,5.9,Comedy,1,-14667816
36472,425,tt0268380,2002,4.4675129999999905,59000000,383257136,81,6.9,Comedy,1,324257136
36478,608,tt0120912,2002,2.388226,140000000,441818803,88,5.9,Comedy,1,301818803
36487,7303,tt0252076,2002,1.8098830000000001,55000000,154906693,105,5.7,Comedy,1,99906693
36491,10996,tt0243585,2002,1.594587,120000000,169956806,78,5.4,Comedy,1,49956806
36492,11452,tt0283111,2002,1.5685280000000001,5000000,38275483,92,5.9,Comedy,1,33275483
36494,2022,tt0280590,2002,1.525009,50000000,171269535,96,5.7,Comedy,1,121269535
36495,455,tt0286499,2002,1.496493,3500159,76578641,112,6.0,Comedy,1,73078482
36497,2642,tt0313737,2002,1.486895,60000000,93354918,101,5.8,Comedy,1,33354918
36500,12536,tt0329200,2002,1.329683,14678640,10824,89,4.3,Comedy,1,-14667816
36502,8346,tt0259446,2002,1.271588,5000000,368744044,95,6.1,Comedy,1,363744044
36503,245,tt0276751,2002,1.263507,27000000,129000000,101,6.4,Comedy,1,102000000
36509,9962,tt0279113,2002,1.182695,8000000,16856124,93,5.8,Comedy,1,8856124
36512,818,tt0295178,2002,1.15929,63000000,296633907,94,5.9,Comedy,1,233633907
36513,9021,tt0304669,2002,1.118663,65000000,172855065,104,5.4,Comedy,1,107855065
36516,9637,tt0267913,2002,1.06440499999999,84000000,275650703,88,5.3,Comedy,1,191650703
36517,10771,tt0290095,2002,1.051233,14678640,10824,98,5.3,Comedy,1,-14667816
36518,9023,tt0166813,2002,1.04058799999999,80000000,122563539,83,7.1,Comedy,1,42563539
36520,11013,tt0274812,2002,1.038507,14678640,9304609,104,6.7,Comedy,1,-5374031
36522,8427,tt0297181,2002,1.011362,70000000,33561137,97,5.2,Comedy,1,-36438863
36526,13683,tt0313680,2002,0.974651,14678640,10824,75,5.5,Comedy,1,-14667816
36528,1613,tt0227984,2002,0.93789,28,10824,93,5.8,Comedy,1,10796
36530,9012,tt0322802,2002,0.9254950000000001,5000000,64282312,87,6.2,Comedy,1,59282312
36531,11852,tt0302640,2002,0.92327,14678640,35081550,104,5.5,Comedy,1,20402910
36534,2757,tt0268126,2002,0.898884,19000000,32801173,114,7.2,Comedy,1,13801173
36535,11529,tt0256415,2002,0.8950229999999989,30000000,180622424,108,6.0,Comedy,1,150622424
36536,10611,tt0303714,2002,0.880807,12000000,75781642,102,6.2,Comedy,1,63781642
36540,11812,tt0253867,2002,0.821206,43000000,68696770,84,5.4,Comedy,1,25696770
36541,9027,tt0280720,2002,0.817886,14678640,10824,91,5.1,Comedy,1,-14667816
36545,2752,tt0243736,2002,0.7711640000000001,17000000,10824,94,5.3,Comedy,1,-16989176
36549,8051,tt0272338,2002,0.74198,25000000,17000000,95,6.9,Comedy,1,-8000000
36552,8869,tt0271367,2002,0.708516,14678640,10824,99,5.4,Comedy,1,-14667816
36555,9488,tt0287717,2002,0.6831510000000001,38000000,119723358,100,5.2,Comedy,1,81723358
36558,10426,tt0293815,2002,0.68142,20000000,33526835,85,6.5,Comedy,1,13526835
36561,16643,tt0282687,2002,0.646373,40000000,16872671,103,5.6,Comedy,1,-23127329
36562,20009,tt0240900,2002,0.645437,14000000,6413915,86,5.7,Comedy,1,-7586085
36563,6020,tt0279781,2002,0.622035,12000000,10824,93,5.4,Comedy,1,-11989176
36564,20312,tt0165832,2002,0.609595,7000000,10824,116,6.7,Comedy,1,-6989176
36565,1574,tt0299658,2002,0.608347,45000000,306776732,113,6.5,Comedy,1,261776732
36568,13376,tt0271263,2002,0.585172999999999,14678640,23833131,76,5.5,Comedy,1,9154491
36570,9298,tt0284837,2002,0.578890999999999,14678640,10824,85,6.0,Comedy,1,-14667816
